Date;Hour;Session;Price - PT [€/MWh];Price - ES [€/MWh]
2017-04-27;12;2;52,22;52,22
2017-04-27;13;2;50,07;50,07
2017-04-27;14;2;48,99;48,99
2017-04-27;15;2;45,50;45,50
2017-04-27;16;2;44,51;44,51
2017-04-27;17;2;43,51;43,51
2017-04-27;18;2;44,51;44,51
2017-04-27;19;2;47,04;47,04
2017-04-27;20;2;50,80;50,80
2017-04-27;21;2;50,24;50,24
2017-04-27;22;2;52,95;52,95
2017-04-27;23;2;50,09;50,09
2017-04-27;24;2;44,00;44,00
2017-04-27;5;3;45,00;45,00
2017-04-27;6;3;45,00;45,00
2017-04-27;7;3;47,00;47,00
2017-04-27;8;3;51,53;51,53
2017-04-27;9;3;48,63;55,98
2017-04-27;10;3;49,73;56,00
2017-04-27;11;3;53,72;53,72
2017-04-27;12;3;52,22;52,22
2017-04-27;13;3;50,07;50,07
2017-04-27;14;3;48,98;48,98
2017-04-27;15;3;46,50;46,50
2017-04-27;16;3;46,57;46,57
2017-04-27;17;3;46,51;46,51
2017-04-27;18;3;46,51;46,51
2017-04-27;19;3;49,00;49,00
2017-04-27;20;3;52,00;52,00
2017-04-27;21;3;52,22;52,22
2017-04-27;22;3;52,95;52,95
2017-04-27;23;3;50,41;50,41
2017-04-27;24;3;45,00;45,00
2017-04-27;8;4;47,03;47,03
2017-04-27;9;4;54,96;55,98
2017-04-27;10;4;54,96;57,44
2017-04-27;11;4;54,20;54,20
2017-04-27;12;4;53,35;53,35
2017-04-27;13;4;52,07;52,07
2017-04-27;14;4;50,98;50,98
2017-04-27;15;4;48,50;48,50
2017-04-27;16;4;48,57;48,57
2017-04-27;17;4;48,51;48,51
2017-04-27;18;4;50,37;50,37
2017-04-27;19;4;52,00;52,00
2017-04-27;20;4;53,51;53,51
2017-04-27;21;4;54,00;54,00
2017-04-27;22;4;54,95;54,95
2017-04-27;23;4;52,59;52,59
2017-04-27;24;4;47,53;47,53
2017-04-27;12;5;53,51;53,51
2017-04-27;13;5;53,02;53,02
2017-04-27;14;5;52,72;52,72
2017-04-27;15;5;48,60;48,60
2017-04-27;16;5;47,51;47,51
2017-04-27;17;5;46,51;46,51
2017-04-27;18;5;46,51;46,51
2017-04-27;19;5;50,04;50,04
2017-04-27;20;5;53,50;53,50
2017-04-27;21;5;53,40;53,40
2017-04-27;22;5;55,98;55,98
2017-04-27;23;5;53,59;53,59
2017-04-27;24;5;48,48;48,48
2017-04-27;16;6;51,51;51,51
2017-04-27;17;6;51,60;51,60
2017-04-27;18;6;51,60;51,60
2017-04-27;19;6;50,00;50,00
2017-04-27;20;6;52,00;52,00
2017-04-27;21;6;49,00;49,00
2017-04-27;22;6;51,45;51,45
2017-04-27;23;6;49,50;49,50
2017-04-27;24;6;44,51;44,51
2017-04-27;22;7;53,50;53,50
2017-04-27;23;7;46,00;46,00
2017-04-27;24;7;45,10;45,10
2017-04-28;1;0;39,81;39,81
2017-04-28;2;0;36,90;36,90
2017-04-28;3;0;35,30;35,30
2017-04-28;4;0;34,79;34,79
2017-04-28;5;0;34,51;34,51
2017-04-28;6;0;35,30;35,30
2017-04-28;7;0;41,31;41,31
2017-04-28;8;0;42,50;50,95
2017-04-28;9;0;42,50;53,89
2017-04-28;10;0;52,52;53,07
2017-04-28;11;0;52,70;52,70
2017-04-28;12;0;52,52;52,52
2017-04-28;13;0;53,77;53,77
2017-04-28;14;0;54,00;54,00
2017-04-28;15;0;53,34;53,34
2017-04-28;16;0;53,60;53,60
2017-04-28;17;0;53,34;53,34
2017-04-28;18;0;53,34;53,34
2017-04-28;19;0;52,87;52,87
2017-04-28;20;0;51,04;51,04
2017-04-28;21;0;51,54;51,54
2017-04-28;22;0;53,94;53,94
2017-04-28;23;0;51,53;51,53
2017-04-28;24;0;49,00;49,00
2017-04-28;1;1;38,80;38,80
2017-04-28;2;1;36,09;36,09
2017-04-28;3;1;37,60;37,60
2017-04-28;4;1;36,29;36,29
2017-04-28;5;1;34,51;34,51
2017-04-28;6;1;34,90;34,90
2017-04-28;7;1;39,31;39,31
2017-04-28;8;1;31,05;50,45
2017-04-28;9;1;37,50;53,39
2017-04-28;10;1;50,00;53,10
2017-04-28;11;1;52,20;52,20
2017-04-28;12;1;52,02;52,02
2017-04-28;13;1;53,27;53,27
2017-04-28;14;1;53,50;53,50
2017-04-28;15;1;52,84;52,84
2017-04-28;16;1;53,10;53,10
2017-04-28;17;1;52,84;52,84
2017-04-28;18;1;52,84;52,84
2017-04-28;19;1;52,36;52,36
2017-04-28;20;1;50,53;50,53
2017-04-28;21;1;51,03;51,03
2017-04-28;22;1;53,43;53,43
2017-04-28;23;1;48,95;48,95
2017-04-28;24;1;46,94;46,94
2017-04-28;1;2;40,50;40,50
2017-04-28;2;2;36,00;36,00
2017-04-28;3;2;39,10;39,10
2017-04-28;4;2;38,00;38,00
2017-04-28;5;2;35,51;35,51
2017-04-28;6;2;36,80;36,80
2017-04-28;7;2;39,00;39,00
2017-04-28;8;2;40,65;50,45
2017-04-28;9;2;40,65;51,89
2017-04-28;10;2;50,00;53,99
2017-04-28;11;2;47,70;51,00
2017-04-28;12;2;51,00;51,00
2017-04-28;13;2;47,30;47,30
2017-04-28;14;2;46,78;46,78
2017-04-28;15;2;46,41;46,41
2017-04-28;16;2;43,52;43,52
2017-04-28;17;2;43,52;43,52
2017-04-28;18;2;43,29;43,29
2017-04-28;19;2;43,29;43,29
2017-04-28;20;2;43,50;43,50
2017-04-28;21;2;43,52;43,52
2017-04-28;22;2;48,00;48,00
2017-04-28;23;2;47,10;47,10
2017-04-28;24;2;45,00;45,00
2017-04-28;5;3;40,15;40,15
2017-04-28;6;3;39,88;39,88
2017-04-28;7;3;40,00;40,00
2017-04-28;8;3;47,50;50,00
2017-04-28;9;3;47,50;51,99
2017-04-28;10;3;53,20;53,20
2017-04-28;11;3;47,70;50,00
2017-04-28;12;3;47,50;47,50
2017-04-28;13;3;46,99;46,99
2017-04-28;14;3;46,52;46,52
2017-04-28;15;3;46,51;46,51
2017-04-28;16;3;45,00;45,00
2017-04-28;17;3;45,87;45,87
2017-04-28;18;3;45,34;45,34
2017-04-28;19;3;43,87;43,87
2017-04-28;20;3;43,60;43,60
2017-04-28;21;3;44,54;44,54
2017-04-28;22;3;48,10;48,10
2017-04-28;23;3;48,95;48,95
2017-04-28;24;3;48,02;48,02
2017-04-28;8;4;46,52;46,52
2017-04-28;9;4;50,10;50,10
2017-04-28;10;4;54,00;54,00
2017-04-28;11;4;51,00;51,00
2017-04-28;12;4;46,00;46,00
2017-04-28;13;4;46,77;46,77
2017-04-28;14;4;43,52;43,52
2017-04-28;15;4;49,00;49,00
2017-04-28;16;4;47,00;47,00
2017-04-28;17;4;47,00;47,00
2017-04-28;18;4;47,00;47,00
2017-04-28;19;4;47,00;47,00
2017-04-28;20;4;47,04;47,04
2017-04-28;21;4;47,54;47,54
2017-04-28;22;4;50,00;50,00
2017-04-28;23;4;50,00;50,00
2017-04-28;24;4;48,60;48,60
2017-04-28;12;5;53,62;53,62
2017-04-28;13;5;50,77;50,77
2017-04-28;14;5;50,00;50,00
2017-04-28;15;5;52,00;52,00
2017-04-28;16;5;51,42;51,42
2017-04-28;17;5;51,06;51,06
2017-04-28;18;5;50,37;50,37
2017-04-28;19;5;49,83;49,83
2017-04-28;20;5;49,02;49,02
2017-04-28;21;5;49,28;49,28
2017-04-28;22;5;52,72;52,72
2017-04-28;23;5;50,03;50,03
2017-04-28;24;5;51,00;51,00
2017-04-28;16;6;52,00;52,00
2017-04-28;17;6;51,84;51,84
2017-04-28;18;6;52,00;52,00
2017-04-28;19;6;51,70;51,70
2017-04-28;20;6;50,20;50,20
2017-04-28;21;6;51,04;51,04
2017-04-28;22;6;53,00;53,00
2017-04-28;23;6;50,20;50,20
2017-04-28;24;6;50,20;50,20
2017-04-28;22;7;54,24;54,24
2017-04-28;23;7;52,03;52,03
2017-04-28;24;7;49,50;49,50
2017-04-29;1;0;47,84;47,84
2017-04-29;2;0;47,69;47,69
2017-04-29;3;0;46,84;46,84
2017-04-29;4;0;47,69;47,69
2017-04-29;5;0;46,84;46,84
2017-04-29;6;0;46,84;46,84
2017-04-29;7;0;46,69;46,69
2017-04-29;8;0;47,84;47,84
2017-04-29;9;0;49,54;49,54
2017-04-29;10;0;51,18;51,18
2017-04-29;11;0;51,75;51,75
2017-04-29;12;0;51,35;51,35
2017-04-29;13;0;51,04;51,04
2017-04-29;14;0;50,00;50,00
2017-04-29;15;0;46,84;46,84
2017-04-29;16;0;40,65;40,65
2017-04-29;17;0;38,67;38,67
2017-04-29;18;0;38,14;38,14
2017-04-29;19;0;38,64;38,64
2017-04-29;20;0;38,67;38,67
2017-04-29;21;0;41,28;41,28
2017-04-29;22;0;48,00;48,00
2017-04-29;23;0;45,60;45,60
2017-04-29;24;0;40,65;40,65
2017-04-29;1;1;46,00;46,00
2017-04-29;2;1;47,19;47,19
2017-04-29;3;1;44,55;44,55
2017-04-29;4;1;42,76;42,76
2017-04-29;5;1;42,33;42,33
2017-04-29;6;1;42,33;42,33
2017-04-29;7;1;44,71;44,71
2017-04-29;8;1;43,90;43,90
2017-04-29;9;1;45,69;45,69
2017-04-29;10;1;48,00;48,00
2017-04-29;11;1;49,87;49,87
2017-04-29;12;1;49,50;49,50
2017-04-29;13;1;48,49;48,49
2017-04-29;14;1;47,42;47,42
2017-04-29;15;1;44,00;44,00
2017-04-29;16;1;40,75;40,75
2017-04-29;17;1;38,67;38,67
2017-04-29;18;1;38,14;38,14
2017-04-29;19;1;38,64;38,64
2017-04-29;20;1;40,00;40,00
2017-04-29;21;1;43,67;43,67
2017-04-29;22;1;48,00;48,00
2017-04-29;23;1;45,62;45,62
2017-04-29;24;1;40,75;40,75
2017-04-29;1;2;40,50;40,50
2017-04-29;2;2;40,60;40,60
2017-04-29;3;2;35,00;35,00
2017-04-29;4;2;35,69;35,69
2017-04-29;5;2;35,13;35,13
2017-04-29;6;2;35,13;35,13
2017-04-29;7;2;40,00;40,00
2017-04-29;8;2;36,10;36,10
2017-04-29;9;2;37,15;37,15
2017-04-29;10;2;42,00;42,00
2017-04-29;11;2;48,25;48,25
2017-04-29;12;2;47,35;47,35
2017-04-29;13;2;46,10;46,10
2017-04-29;14;2;46,50;46,50
2017-04-29;15;2;44,00;44,00
2017-04-29;16;2;44,69;44,69
2017-04-29;17;2;43,67;43,67
2017-04-29;18;2;39,74;39,74
2017-04-29;19;2;40,10;40,10
2017-04-29;20;2;43,67;43,67
2017-04-29;21;2;44,69;44,69
2017-04-29;22;2;48,10;48,10
2017-04-29;23;2;45,50;45,50
2017-04-29;24;2;42,65;42,65
2017-04-29;5;3;38,00;38,00
2017-04-29;6;3;37,00;37,00
2017-04-29;7;3;40,69;40,69
2017-04-29;8;3;39,00;39,00
2017-04-29;9;3;40,03;40,03
2017-04-29;10;3;41,79;41,79
2017-04-29;11;3;46,75;46,75
2017-04-29;12;3;48,00;48,00
2017-04-29;13;3;46,11;46,11
2017-04-29;14;3;46,59;46,59
2017-04-29;15;3;45,71;45,71
2017-04-29;16;3;45,50;45,50
2017-04-29;17;3;43,67;43,67
2017-04-29;18;3;43,67;43,67
2017-04-29;19;3;44,64;44,64
2017-04-29;20;3;43,67;43,67
2017-04-29;21;3;46,28;46,28
2017-04-29;22;3;49,00;49,00
2017-04-29;23;3;44,52;44,52
2017-04-29;24;3;40,65;40,65
2017-04-29;8;4;42,55;42,55
2017-04-29;9;4;41,79;41,79
2017-04-29;10;4;43,75;43,75
2017-04-29;11;4;47,50;47,50
2017-04-29;12;4;48,50;48,50
2017-04-29;13;4;48,00;48,00
2017-04-29;14;4;49,00;49,00
2017-04-29;15;4;48,00;48,00
2017-04-29;16;4;46,57;46,57
2017-04-29;17;4;44,86;44,86
2017-04-29;18;4;43,14;43,14
2017-04-29;19;4;43,64;43,64
2017-04-29;20;4;43,67;43,67
2017-04-29;21;4;46,28;46,28
2017-04-29;22;4;48,00;48,00
2017-04-29;23;4;43,44;43,44
2017-04-29;24;4;40,65;40,65
2017-04-29;12;5;52,75;52,75
2017-04-29;13;5;52,01;52,01
2017-04-29;14;5;52,35;52,35
2017-04-29;15;5;51,80;51,80
2017-04-29;16;5;49,25;49,25
2017-04-29;17;5;46,90;46,90
2017-04-29;18;5;44,86;44,86
2017-04-29;19;5;43,64;43,64
2017-04-29;20;5;44,50;44,50
2017-04-29;21;5;44,50;44,50
2017-04-29;22;5;49,50;49,50
2017-04-29;23;5;47,60;47,60
2017-04-29;24;5;44,50;44,50
2017-04-29;16;6;53,02;53,02
2017-04-29;17;6;46,67;46,67
2017-04-29;18;6;45,50;45,50
2017-04-29;19;6;38,64;38,64
2017-04-29;20;6;38,00;38,00
2017-04-29;21;6;38,00;38,00
2017-04-29;22;6;46,60;46,60
2017-04-29;23;6;43,60;43,60
2017-04-29;24;6;40,65;40,65
2017-04-29;22;7;42,64;42,64
2017-04-29;23;7;35,00;35,00
2017-04-29;24;7;32,65;32,65
2017-04-30;1;0;35,37;35,37
2017-04-30;2;0;32,32;32,32
2017-04-30;3;0;27,35;24,06
2017-04-30;4;0;27,35;18,00
2017-04-30;5;0;27,35;15,70
2017-04-30;6;0;26,60;15,04
2017-04-30;7;0;26,60;13,90
2017-04-30;8;0;26,60;12,89
2017-04-30;9;0;26,60;14,98
2017-04-30;10;0;27,04;15,61
2017-04-30;11;0;27,00;12,12
2017-04-30;12;0;27,07;10,00
2017-04-30;13;0;27,08;10,29
2017-04-30;14;0;27,01;7,09
2017-04-30;15;0;27,35;5,00
2017-04-30;16;0;27,85;2,30
2017-04-30;17;0;27,85;2,30
2017-04-30;18;0;27,85;5,01
2017-04-30;19;0;27,85;8,70
2017-04-30;20;0;27,45;15,67
2017-04-30;21;0;27,45;21,00
2017-04-30;22;0;36,22;36,22
2017-04-30;23;0;36,31;36,31
2017-04-30;24;0;35,81;35,81
2017-04-30;1;1;30,49;30,49
2017-04-30;2;1;25,10;25,10
2017-04-30;3;1;25,10;19,56
2017-04-30;4;1;24,20;12,50
2017-04-30;5;1;24,20;11,30
2017-04-30;6;1;24,20;11,30
2017-04-30;7;1;25,10;8,30
2017-04-30;8;1;25,10;8,70
2017-04-30;9;1;24,20;10,40
2017-04-30;10;1;25,10;12,60
2017-04-30;11;1;25,10;10,90
2017-04-30;12;1;25,10;10,00
2017-04-30;13;1;25,10;10,29
2017-04-30;14;1;25,10;7,09
2017-04-30;15;1;25,10;5,00
2017-04-30;16;1;25,10;1,80
2017-04-30;17;1;25,10;2,30
2017-04-30;18;1;25,10;4,31
2017-04-30;19;1;25,10;7,70
2017-04-30;20;1;25,10;12,67
2017-04-30;21;1;25,10;15,00
2017-04-30;22;1;30,22;30,22
2017-04-30;23;1;36,21;36,21
2017-04-30;24;1;31,81;31,81
2017-04-30;1;2;23,00;23,00
2017-04-30;2;2;18,00;18,00
2017-04-30;3;2;25,32;14,00
2017-04-30;4;2;25,32;5,00
2017-04-30;5;2;25,32;6,00
2017-04-30;6;2;23,60;4,00
2017-04-30;7;2;22,60;5,22
2017-04-30;8;2;21,60;6,90
2017-04-30;9;2;25,32;7,00
2017-04-30;10;2;25,32;7,00
2017-04-30;11;2;25,32;7,00
2017-04-30;12;2;25,32;8,00
2017-04-30;13;2;27,07;8,00
2017-04-30;14;2;32,01;6,00
2017-04-30;15;2;32,35;5,00
2017-04-30;16;2;32,85;1,80
2017-04-30;17;2;27,86;2,30
2017-04-30;18;2;32,85;4,01
2017-04-30;19;2;32,85;9,20
2017-04-30;20;2;27,45;17,20
2017-04-30;21;2;27,44;21,00
2017-04-30;22;2;36,21;36,21
2017-04-30;23;2;39,10;39,10
2017-04-30;24;2;37,80;37,80
2017-04-30;5;3;24,86;2,70
2017-04-30;6;3;24,11;2,51
2017-04-30;7;3;24,11;3,10
2017-04-30;8;3;24,11;5,00
2017-04-30;9;3;24,61;3,00
2017-04-30;10;3;27,30;8,55
2017-04-30;11;3;27,26;6,50
2017-04-30;12;3;7,50;7,50
2017-04-30;13;3;27,08;7,99
2017-04-30;14;3;27,01;5,50
2017-04-30;15;3;27,35;5,60
2017-04-30;16;3;27,85;1,61
2017-04-30;17;3;2,30;2,30
2017-04-30;18;3;4,87;4,87
2017-04-30;19;3;27,85;10,70
2017-04-30;20;3;27,45;17,00
2017-04-30;21;3;27,45;21,00
2017-04-30;22;3;35,67;35,67
2017-04-30;23;3;36,21;36,21
2017-04-30;24;3;35,70;35,70
2017-04-30;8;4;5,00;5,00
2017-04-30;9;4;3,10;3,10
2017-04-30;10;4;20,05;6,51
2017-04-30;11;4;19,01;2,10
2017-04-30;12;4;22,07;7,00
2017-04-30;13;4;22,08;8,09
2017-04-30;14;4;22,01;5,09
2017-04-30;15;4;23,36;6,70
2017-04-30;16;4;23,86;1,80
2017-04-30;17;4;27,85;2,20
2017-04-30;18;4;27,85;3,01
2017-04-30;19;4;27,85;8,20
2017-04-30;20;4;27,45;15,67
2017-04-30;21;4;32,45;19,95
2017-04-30;22;4;36,22;36,22
2017-04-30;23;4;36,97;36,97
2017-04-30;24;4;36,36;36,36
2017-04-30;12;5;3,10;3,10
2017-04-30;13;5;5,14;5,14
2017-04-30;14;5;19,02;2,00
2017-04-30;15;5;21,36;4,00
2017-04-30;16;5;22,85;1,00
2017-04-30;17;5;22,85;2,00
2017-04-30;18;5;22,85;3,02
2017-04-30;19;5;22,85;8,70
2017-04-30;20;5;22,45;17,24
2017-04-30;21;5;22,45;19,00
2017-04-30;22;5;34,72;34,72
2017-04-30;23;5;36,31;36,31
2017-04-30;24;5;35,31;35,31
2017-04-30;16;6;23,86;1,80
2017-04-30;17;6;25,86;2,30
2017-04-30;18;6;24,23;3,00
2017-04-30;19;6;23,86;10,00
2017-04-30;20;6;23,46;15,00
2017-04-30;21;6;23,46;14,70
2017-04-30;22;6;32,72;32,72
2017-04-30;23;6;36,00;36,00
2017-04-30;24;6;33,00;33,00
2017-04-30;22;7;37,98;37,98
2017-04-30;23;7;44,21;44,21
2017-04-30;24;7;31,81;31,81
2017-05-01;1;0;34,50;34,50
2017-05-01;2;0;29,18;29,18
2017-05-01;3;0;29,20;25,43
2017-05-01;4;0;29,15;25,43
2017-05-01;5;0;29,23;28,86
2017-05-01;6;0;30,01;30,01
2017-05-01;7;0;34,01;34,01
2017-05-01;8;0;34,98;34,98
2017-05-01;9;0;36,45;36,45
2017-05-01;10;0;36,48;36,48
2017-05-01;11;0;36,49;36,49
2017-05-01;12;0;36,48;36,48
2017-05-01;13;0;40,01;40,01
2017-05-01;14;0;40,61;40,61
2017-05-01;15;0;39,90;39,90
2017-05-01;16;0;36,43;36,43
2017-05-01;17;0;34,01;34,01
2017-05-01;18;0;34,98;34,98
2017-05-01;19;0;36,45;36,45
2017-05-01;20;0;42,00;42,00
2017-05-01;21;0;49,54;49,54
2017-05-01;22;0;56,50;56,50
2017-05-01;23;0;57,01;57,01
2017-05-01;24;0;53,34;53,34
2017-05-01;1;1;39,15;39,15
2017-05-01;2;1;38,10;38,10
2017-05-01;3;1;30,14;30,14
2017-05-01;4;1;29,15;29,15
2017-05-01;5;1;29,23;29,23
2017-05-01;6;1;30,14;30,14
2017-05-01;7;1;33,68;33,68
2017-05-01;8;1;33,98;33,98
2017-05-01;9;1;33,45;33,45
2017-05-01;10;1;36,44;36,44
2017-05-01;11;1;42,30;42,30
2017-05-01;12;1;43,00;43,00
2017-05-01;13;1;43,00;43,00
2017-05-01;14;1;44,61;44,61
2017-05-01;15;1;43,50;43,50
2017-05-01;16;1;39,15;39,15
2017-05-01;17;1;34,01;34,01
2017-05-01;18;1;35,10;35,10
2017-05-01;19;1;36,45;36,45
2017-05-01;20;1;42,30;42,30
2017-05-01;21;1;49,96;49,96
2017-05-01;22;1;56,31;56,31
2017-05-01;23;1;55,01;55,01
2017-05-01;24;1;51,86;51,86
2017-05-01;1;2;42,30;42,30
2017-05-01;2;2;40,63;40,63
2017-05-01;3;2;28,01;28,01
2017-05-01;4;2;28,01;23,43
2017-05-01;5;2;28,01;28,01
2017-05-01;6;2;30,01;30,01
2017-05-01;7;2;30,01;30,01
2017-05-01;8;2;30,01;30,01
2017-05-01;9;2;30,45;30,45
2017-05-01;10;2;36,44;36,44
2017-05-01;11;2;36,43;36,43
2017-05-01;12;2;36,44;36,44
2017-05-01;13;2;37,97;37,97
2017-05-01;14;2;36,61;36,61
2017-05-01;15;2;36,47;36,47
2017-05-01;16;2;34,99;34,99
2017-05-01;17;2;34,01;34,01
2017-05-01;18;2;34,98;34,98
2017-05-01;19;2;35,70;35,70
2017-05-01;20;2;41,25;41,25
2017-05-01;21;2;49,54;49,54
2017-05-01;22;2;56,00;56,00
2017-05-01;23;2;54,11;54,11
2017-05-01;24;2;51,36;51,36
2017-05-01;5;3;25,00;25,00
2017-05-01;6;3;40,51;40,51
2017-05-01;7;3;36,00;36,00
2017-05-01;8;3;33,38;33,38
2017-05-01;9;3;31,46;31,46
2017-05-01;10;3;36,00;36,00
2017-05-01;11;3;36,49;36,49
2017-05-01;12;3;36,00;36,00
2017-05-01;13;3;36,47;36,47
2017-05-01;14;3;36,47;36,47
2017-05-01;15;3;36,45;36,45
2017-05-01;16;3;31,43;31,43
2017-05-01;17;3;31,01;31,01
2017-05-01;18;3;32,98;32,98
2017-05-01;19;3;32,95;32,95
2017-05-01;20;3;39,50;39,50
2017-05-01;21;3;49,54;49,54
2017-05-01;22;3;55,18;55,18
2017-05-01;23;3;54,73;54,73
2017-05-01;24;3;51,86;51,86
2017-05-01;8;4;36,98;36,98
2017-05-01;9;4;30,45;30,45
2017-05-01;10;4;39,88;39,88
2017-05-01;11;4;43,75;43,75
2017-05-01;12;4;35,48;35,48
2017-05-01;13;4;36,48;36,48
2017-05-01;14;4;36,61;36,61
2017-05-01;15;4;39,90;39,90
2017-05-01;16;4;36,43;36,43
2017-05-01;17;4;34,01;34,01
2017-05-01;18;4;34,98;34,98
2017-05-01;19;4;33,21;33,21
2017-05-01;20;4;40,00;40,00
2017-05-01;21;4;48,16;48,16
2017-05-01;22;4;53,75;53,75
2017-05-01;23;4;52,22;52,22
2017-05-01;24;4;50,34;50,34
2017-05-01;12;5;33,48;33,48
2017-05-01;13;5;33,98;33,98
2017-05-01;14;5;32,44;32,44
2017-05-01;15;5;32,44;32,44
2017-05-01;16;5;26,43;26,43
2017-05-01;17;5;29,90;29,90
2017-05-01;18;5;31,98;31,98
2017-05-01;19;5;30,45;30,45
2017-05-01;20;5;39,00;39,00
2017-05-01;21;5;49,66;49,66
2017-05-01;22;5;54,50;54,50
2017-05-01;23;5;52,92;52,92
2017-05-01;24;5;51,34;51,34
2017-05-01;16;6;23,93;23,93
2017-05-01;17;6;24,59;24,59
2017-05-01;18;6;24,98;24,98
2017-05-01;19;6;27,95;27,95
2017-05-01;20;6;39,10;39,10
2017-05-01;21;6;51,66;51,66
2017-05-01;22;6;55,50;55,50
2017-05-01;23;6;53,75;53,75
2017-05-01;24;6;50,34;50,34
2017-05-01;22;7;51,55;51,55
2017-05-01;23;7;51,55;51,55
2017-05-01;24;7;50,80;50,80
2017-05-02;1;0;52,15;52,15
2017-05-02;2;0;51,23;51,23
2017-05-02;3;0;50,84;50,84
2017-05-02;4;0;49,54;49,54
2017-05-02;5;0;48,72;48,72
2017-05-02;6;0;49,54;49,54
2017-05-02;7;0;51,23;51,23
2017-05-02;8;0;51,53;51,53
2017-05-02;9;0;53,09;53,09
2017-05-02;10;0;53,92;53,92
2017-05-02;11;0;52,90;52,90
2017-05-02;12;0;52,02;52,02
2017-05-02;13;0;52,02;52,02
2017-05-02;14;0;51,99;51,99
2017-05-02;15;0;51,37;51,37
2017-05-02;16;0;51,15;51,15
2017-05-02;17;0;51,12;51,12
2017-05-02;18;0;51,23;51,23
2017-05-02;19;0;51,17;51,17
2017-05-02;20;0;51,49;51,49
2017-05-02;21;0;53,16;53,16
2017-05-02;22;0;55,80;55,80
2017-05-02;23;0;53,09;53,09
2017-05-02;24;0;51,23;51,23
2017-05-02;1;1;51,00;51,00
2017-05-02;2;1;51,00;51,00
2017-05-02;3;1;48,37;48,37
2017-05-02;4;1;46,57;46,57
2017-05-02;5;1;41,50;41,50
2017-05-02;6;1;45,00;45,00
2017-05-02;7;1;49,70;49,70
2017-05-02;8;1;50,50;50,50
2017-05-02;9;1;52,09;52,09
2017-05-02;10;1;52,84;52,84
2017-05-02;11;1;50,98;50,98
2017-05-02;12;1;50,49;50,49
2017-05-02;13;1;50,70;50,70
2017-05-02;14;1;50,70;50,70
2017-05-02;15;1;50,85;50,85
2017-05-02;16;1;50,50;50,50
2017-05-02;17;1;50,62;50,62
2017-05-02;18;1;50,50;50,50
2017-05-02;19;1;50,77;50,77
2017-05-02;20;1;50,96;50,96
2017-05-02;21;1;51,63;51,63
2017-05-02;22;1;54,67;54,67
2017-05-02;23;1;51,56;51,56
2017-05-02;24;1;50,70;50,70
2017-05-02;1;2;51,24;51,24
2017-05-02;2;2;50,71;50,71
2017-05-02;3;2;48,28;48,28
2017-05-02;4;2;44,59;44,59
2017-05-02;5;2;37,72;37,72
2017-05-02;6;2;36,49;36,49
2017-05-02;7;2;48,67;48,67
2017-05-02;8;2;50,55;50,55
2017-05-02;9;2;51,75;51,75
2017-05-02;10;2;51,94;51,94
2017-05-02;11;2;50,91;50,91
2017-05-02;12;2;51,04;51,04
2017-05-02;13;2;51,02;51,02
2017-05-02;14;2;51,00;51,00
2017-05-02;15;2;50,91;50,91
2017-05-02;16;2;50,85;50,85
2017-05-02;17;2;50,88;50,88
2017-05-02;18;2;50,85;50,85
2017-05-02;19;2;50,85;50,85
2017-05-02;20;2;50,91;50,91
2017-05-02;21;2;51,75;51,75
2017-05-02;22;2;53,82;53,82
2017-05-02;23;2;51,75;51,75
2017-05-02;24;2;50,85;50,85
2017-05-02;5;3;39,88;39,88
2017-05-02;6;3;39,88;39,88
2017-05-02;7;3;51,23;51,23
2017-05-02;8;3;52,43;52,43
2017-05-02;9;3;53,09;53,09
2017-05-02;10;3;53,90;53,90
2017-05-02;11;3;52,00;52,00
2017-05-02;12;3;51,04;51,04
2017-05-02;13;3;51,02;51,02
2017-05-02;14;3;50,95;50,95
2017-05-02;15;3;50,82;50,82
2017-05-02;16;3;50,60;50,60
2017-05-02;17;3;50,88;50,88
2017-05-02;18;3;50,85;50,85
2017-05-02;19;3;50,67;50,67
2017-05-02;20;3;50,94;50,94
2017-05-02;21;3;51,16;51,16
2017-05-02;22;3;53,80;53,80
2017-05-02;23;3;52,00;52,00
2017-05-02;24;3;50,25;50,25
2017-05-02;8;4;52,43;52,43
2017-05-02;9;4;53,50;53,50
2017-05-02;10;4;51,00;51,00
2017-05-02;11;4;50,00;50,00
2017-05-02;12;4;50,98;50,98
2017-05-02;13;4;50,75;50,75
2017-05-02;14;4;50,95;50,95
2017-05-02;15;4;50,42;50,42
2017-05-02;16;4;50,20;50,20
2017-05-02;17;4;50,61;50,61
2017-05-02;18;4;50,28;50,28
2017-05-02;19;4;50,22;50,22
2017-05-02;20;4;50,54;50,54
2017-05-02;21;4;51,00;51,00
2017-05-02;22;4;54,68;54,68
2017-05-02;23;4;52,56;52,56
2017-05-02;24;4;51,00;51,00
2017-05-02;12;5;52,44;52,44
2017-05-02;13;5;52,44;52,44
2017-05-02;14;5;51,61;51,61
2017-05-02;15;5;51,37;51,37
2017-05-02;16;5;50,70;50,70
2017-05-02;17;5;50,79;50,79
2017-05-02;18;5;50,78;50,78
2017-05-02;19;5;50,72;50,72
2017-05-02;20;5;51,16;51,16
2017-05-02;21;5;49,90;49,90
2017-05-02;22;5;54,18;54,18
2017-05-02;23;5;52,09;52,09
2017-05-02;24;5;50,48;50,48
2017-05-02;16;6;51,18;51,18
2017-05-02;17;6;51,12;51,12
